,Company name,country,url,address,contact_link,delivery_link,facebook,faq_link,instagram,linkedin,phones,pinterest,privacy_linki,return_link,terms_link,twitter,warranty_link,youtube
44,Advantage Services,GB,http://www.advantageservices.co.uk,,,,,,,,,,,,,,,
45,Advantage Testing,US,http://www.advantagetesting.com,,,,,,,,,,,,,,,
46,Adventures on the Gorge,US,http://adventuresonthegorge.com,,,,,,,,,,,,,,,
47,AFEyewear,US,http://www.afeyewear.com,,http://www.afeyewear.com/landing/a/contacts-for-dry-eyes.html,,http://www.facebook.com/AFEyewear,,,,"930300 0714 -  - 
10005944
10005944  - 
5010300
 5515 (7799) 
 78741-5518 
 512-288-4149 
 512-288-4149
 1996 - 2019
           Â© 1996 - 2019.   .
",,http://www.afeyewear.com/include/information/privacy-policy.aspx,http://www.afeyewear.com/landing/a/returns-and-exchanges.html,,http://www.twitter.com/afeyewear,,https://www.youtube.com/user/AFEyewear
48,Affordable Art Fair,GB,http://affordableartfair.com,,,,,,,,,,,,,,,
49,Affordable Buttons,US,http://www.affordablebuttons.com,,,,,,,,,,,,,,,
50,Affordable Golf,GB,https://www.affordablegolf.co.uk,,,https://www.affordablegolf.co.uk/delivery/,https://www.facebook.com/affordablegolf,https://www.affordablegolf.co.uk/paypal-credit-faq/,,," 279 6786 23
",https://www.pinterest.com/affordablegolf/,https://www.affordablegolf.co.uk/privacy-policy-cookie-restriction-mode/,https://www.affordablegolf.co.uk/returns/,https://www.affordablegolf.co.uk/terms-conditions-sale/,https://twitter.com/affordablegolf/,https://www.affordablegolf.co.uk/best-price-guarantee/,https://www.youtube.com/user/affordablegolf
51,Africa Odyssey,GB,https://www.africaodyssey.com,,http://www.atta.travel/contact/board,,https://www.facebook.com/africaodyssey,,https://instagram.com/odyssey_travels/,https://za.linkedin.com/in/shaheedsamsodien,,,https://www.africaodyssey.com/privacy-policy,,,https://twitter.com/africaodyssey,,https://www.youtube.com/user/AfricaOdyssey
52,African Budget Safaris,US,http://www.africanbudgetsafaris.com,,,,,,,,,,,,,,,
53,AGA,GB,http://www.agaliving.com,,http://www.agaliving.com/contact-us/press-office/,,https://en-gb.facebook.com/AGAOfficial,http://www.agaliving.com/aga-owners/owner-faqs/,http://instagram.com/aga_cookers,," 3872754
",http://pinterest.com/agacookers,,,http://www.agaliving.com/terms-of-website-use/,https://twitter.com/aga_official,http://www.agaliving.com/contact-us/warranty-registration/,http://www.youtube.com/user/agacooking
54,Ageas,GB,http://www.ageas.co.uk,,,,,,,,,,,,,,,
55,Agincare,GB,http://www.agincare.com,,,,,,,,,,,,,,,
56,AIDA Shoreditch,GB,http://www.aidashoreditch.co.uk,,,,,,,,,,,,,,,
57,AIFS Study Abroad,US,http://aifsabroad.com,,,,,,,,,,,,,,,
58,AIMS Power,US,http://aimscorp.net,,,,,,,,,,,,,,,
59,Air Craft,GB,http://air-craft.net,,,,https://www.facebook.com/AirCraftNet,,,," 2013 - 2019 
",http://pinterest.com/AirtechEquip,,,,https://twitter.com/AirCraftNet,,
60,Air Websites,GB,https://www.airwebsites.co.uk,,,,https://www.facebook.com/ascensor,https://www.airwebsites.co.uk/faqs/,https://www.instagram.com/ascensor/,https://www.linkedin.com/company/ascensor,,,,,,https://twitter.com/ascensor,,https://www.youtube.com/user/ascensorltd
61,Airparkparking,US,http://airparkparking.com,,,,,,,,,,,,,,,
62,AKC Pet Insurance,US,http://www.akcpetinsurance.com,,,,,,,,,,,,,,,
63,Akimbo Card,US,http://akimbocard.com,,,,,,,,,,,,,,,
64,Alabama Outdoors,US,http://alabamaoutdoors.com,,,,,,,,,,,,,,,
65,Alarm Relay,US,https://www.alarmrelay.com,,https://www.alarmrelay.com/contact/,,,https://www.alarmrelay.com/resources/frequently-asked-questions/,,," +800 6246866   
 1972-2017 
",,https://www.alarmrelay.com/support/privacy-policy/,https://www.alarmrelay.com/support/return-policy/,https://www.alarmrelay.com/support/terms-conditions/,,,
66,Alaska Northern Lights,US,http://www.alaskanorthernlights.com,,,,http://www.facebook.com/AK.Northern.Lights,,,https://www.linkedin.com/company/2279314,"						        	47,000+    1993
				        	47,000+    1993
 (775) 622-8060
: (775) 622-8060
",,,,,http://twitter.com/LightTherapyBox,,http://www.youtube.com/AlaskaNL
67,Alder,US,http://alder.com,,,,,,,,,,,,,,,
68,Alexander + Roberts,US,http://www.alexanderroberts.com,,,,,,,,,,,,,,,
69,Alice Made This,GB,http://www.alicemadethis.com,,,,,,,,,,,,,,,
70,Align Income Share Funding,US,http://www.helloalign.com,,,,,,,,,,,,,,,
71,AliMed,US,https://www.alimed.com,,https://www.alimed.com/contact-us/,https://www.alimed.com/shipping-information/,https://www.facebook.com/Alimed.medical,https://www.alimed.com/frequently-asked-questions/,,http://www.linkedin.com/company/alimed,,http://www.pinterest.com/alimedinc/,https://www.alimed.com/privacy-policy/,https://www.alimed.com/alimed-product-return-policy/,,https://twitter.com/AliMedInc,,
72,All Battery,US,http://www.all-battery.com,,,,,,,,,,,,,,,
73,All Car Leasing,GB,https://www.allcarleasing.co.uk,,https://www.allcarleasing.co.uk/contact-us/,,https://www.facebook.com/AllCarLeasing/,https://www.allcarleasing.co.uk/faqs/,https://www.instagram.com/allcarleasing/,https://www.linkedin.com/company/all-car-leasing,,,https://www.allcarleasing.co.uk/privacy-policy/,,https://www.allcarleasing.co.uk/terms-and-conditions/,https://twitter.com/allcarleasing,,
74,All Pool Filters 4 Less,US,http://www.allpoolfilters4less.com,,,,,,,,,,,,,,,
75,All Property Management,US,https://www.allpropertymanagement.com,,https://www.allpropertymanagement.com/about/contact/,,https://www.facebook.com/allpropertymgmt/,https://www.allpropertymanagement.com/resources/faq/,,https://www.linkedin.com/company/all-property-management/," 866-305-7156
 866-305-7156 
",,,,,https://twitter.com/allpropertymgmt,,
76,All Seasons Resort Lodging,US,https://www.allseasonsresortlodging.com,"and lodging in Park City, UT",https://www.allseasonsresortlodging.com/contact/,,https://www.facebook.com/ASRLodging,https://www.allseasonsresortlodging.com/frequently-asked-questions/,https://www.instagram.com/asr_lodging/,,"888-575-2775
2019-11-22
888-575-2775
 Â 888-575-2775
2019-12-16
2019-11-14
2019-11-14
",,https://allseasonsresortlodging.com/privacy-policy,,,https://twitter.com/asrlodging,https://www.allseasonsresortlodging.com/why-us/lowest-rate-guarantee/,
77,All Sports Uniforms,US,http://www.allsportsuniforms.net,,,,,,,,,,,,,,,
78,Allconnect,US,http://www.allconnect.com,,,,,,,,,,,,,,,
79,alldayPA,GB,https://www.alldaypa.co.uk,,https://www.alldaypa.co.uk/contact-us/,,https://www.facebook.com/alldayPA,https://www.alldaypa.co.uk/resources/faqs/,,https://www.linkedin.com/company/alldaypa/," 199924,000 
 1999 - 2019 
 03908228 
 826079417  
",,https://www.alldaypa.co.uk/privacy-policy/,,https://www.alldaypa.co.uk/terms-and-conditions/,https://twitter.com/alldayPA_,,
80,Allied Hand Dryer,US,http://handdryer.com,,,,,,,,,,,,,,,
81,Alloclaim,GB,https://alloclaim.com,,,,https://www.facebook.com/alloclaim,http://alloclaim.com/#faq,,,,,https://alloclaim.com/privacy-policy/,,,https://twitter.com/alloclaim,,
82,allplants,GB,http://allplants.com,,,,,,,,,,,,,,,
83,All-Wall Equipment,US,http://www.all-wall.com,,,,,,,,,,,,,,,
84,Alpha Travel Insurance,GB,http://www.alphatravelinsurance.co.uk,,,,,,,,,,,,,,,
85,ALPS,US,http://www.alpsnet.com,,,,,,,,,,,,,,,
86,ALRUG,US,http://alrug.com,,,,,,,,,,,,,,,
87,ALTA Language Services,US,http://www.altalang.com,,,,,,,,,,,,,,,
88,Alternative Business Funding,GB,https://www.alternativebusinessfunding.co.uk,,,,https://www.facebook.com/altbusinessfunding/,https://www.alternativebusinessfunding.co.uk/faqs/,,https://www.linkedin.com/company/5209878/,"50,000,000
 09044377)
",,https://www.alternativebusinessfunding.co.uk/privacy-policy/,,,https://twitter.com/abf_uk,https://www.alternativebusinessfunding.co.uk/knowledge/starting-up/how-personal-guarantees-can-increase-your-financing-options/,https://www.youtube.com/watch?v=8WuOd8lJ30E&t=
89,Ambassador Leaders,US,https://ambassadorleaders.com,"1101 N. Argonne Road, Suite 107, Spokane, WA 99212",https://ambassadorleaders.com/contact,,https://www.facebook.com/ambassadorleaders/,,http://instagram.com/ambassadorleaders,https://www.linkedin.com/school/ambassador-leaders/," 99212509
",,https://ambassadorleaders.com/privacy-policy,,https://ambassadorleaders.com/terms-of-use,https://twitter.com/ambassadrleadrs,,https://www.youtube.com/c/ambassadorleaders
90,Ambir Technology,US,http://www.ambir.com,,,,,,,,,,,,,,,
91,Amelia Rentals,US,http://ameliarentals.com,,,,,,,,,,,,,,,
92,America Israel Tours,US,https://www.americaisraeltours.com/israel-tours,,https://www.americaisraeltours.com/contact/,,https://www.facebook.com/AmericaIsraelTours/reviews,http://www.infofaq.com/company/americaisraeltours,https://www.instagram.com/americaisraeltours/,,"2079224 
",,https://www.americaisraeltours.com/privacy-policy/,,https://www.americaisraeltours.com/terms-conditions/,https://www.twitter.com/AITraveling,,https://www.youtube.com/watch?v=qVsZ7z2Dkkg
93,AmeriCamp,GB,http://americamp.co.uk,,,,,,,,,,,,,,,
94,American Advisors Group,US,https://www.aag.com,"3800 W. Chapman Avenue, Orange, CA 92868",https://www.aag.com/contact-us/,,https://www.facebook.com/AAGreverse,,https://instagram.com/aag_projectinspire,http://www.linkedin.com/company/american-advisors-group," (866) 948-0003
   (866) 948-0003
 (866) 948-0003
    (866) 948-0003
 (800) 224-9121
              (800) 224-9121
(800) 224-9121
(800) 224-9121
 (866) 948-0003
",,https://www.aag.com/privacy-policy/,,,https://twitter.com/AAGreverse,,https://www.youtube.com/AAGreverse
95,American Carnival Mart,US,http://funcarnival.com,,,,,,,,,,,,,,,
96,American Executive Centers,US,http://www.americanexecutivecenters.com,,,,,,,,,,,,,,,
97,American Financial Solutions,US,http://www.myfinancialgoals.org,,,,,,,,,,,,,,,
98,American Golf,GB,http://www.americangolf.co.uk,,,,,,,,,,,,,,,
99,American Surplus,US,https://www.americansurplus.com,"1 Noyes Ave, Rumford, RI 02916",https://www.americansurplus.com/contact-us/,https://www.americansurplus.com/services/shipping/,https://www.facebook.com/AmericansurplusUSA,,https://www.instagram.com/american_surplus_inc/,,"800-876-3736
800-876-3736
  800-876-3736
 800-876-3736
 : 800-876-3736
",,https://www.americansurplus.com/privacy-policy/,,https://www.americansurplus.com/terms-of-service/,https://twitter.com/amsurplusinc,https://www.americansurplus.com/services/product-guarantee/,https://www.youtube.com/user/AMERICANSURPLUSINC
100,AmeriHome Mortgage,US,https://www.amerihome.com,,https://www.amerihome.com/contact-us/,,,,,https://www.linkedin.com/company/3524944,"(888) 469-0810
(888) 469-0810
 2014-2019 
Â©  2014-2019    , .             .
",,https://www.amerihome.com/privacy-policy/,,https://www.amerihome.com/terms-of-use/,,,
101,Amigo Loans,GB,https://www.amigoloans.co.uk/,,https://www.amigoloans.co.uk/contact,,https://www.facebook.com/amigoloansuk,,https://www.instagram.com/amigoloans/,," 4841153
8738456
 290 5939 69
",,https://www.amigoloans.co.uk//privacy-policy,,,https://twitter.com/amigoloans,https://www.amigoloans.co.uk//guarantor-loans,https://www.youtube.com/user/AmigoLoansTV
102,AMJ Watches,GB,http://www.amjwatches.co.uk,,,,,,,,,,,,,,,
103,AmOne,US,https://www.amone.com,"12331 SW 3rd Street, Suite #700 Fort Lauderdale, Florida 33325",https://secure.amone.com/amone/contact_us.jsp,,https://www.facebook.com/AmOneMoney,https://www.amone.com/faqs/,https://www.instagram.com/amonemoney/,https://www.linkedin.com/company/amone,"(800) 781-5187
									(800) 781-5187
? @. - 800-781-5187
 - 800-781-5187
? @. - 800-781-5187
",,,,https://secure.amone.com/info/termsofuse.jsp?fromSite=amone,https://twitter.com/AmOneMoney,,https://www.youtube.com/c/AmOneOfficial
104,Amsys,GB,http://www.amsys.co.uk,,,,,,,,,,,,,,,
105,Amwell,US,http://amwell.com,,,,,,,,,,,,,,,
106,Ancestry,CA,http://ancestry.ca,,,,,,,,,,,,,,,
107,Anchor Pumps,GB,https://www.anchorpumps.com,1 Single Head Circulators MA,https://www.anchorpumps.com/contacts,https://www.anchorpumps.com/international-delivery,http://www.facebook.com/pages/Anchor-Pumps-Ltd/264976243541128,,,http://www.linkedin.com/company/anchor-pumps-company-ltd," 410-1000 
     410-1000  (2-4"")
 4145327
: 4145327
15-60-130
: 15-60-130-10
15-60-130-10
: 15-60-130-10
05589336
: 05589336
15-60-130
: 15-60-130
15-60-130
: 15-60-130
 96754707
: 96754707
                                      3000-     ,    240.                                   
 98393743
: 98393743
15-60-130-10
: 15-60-130-10
15-60-130
: 15-60-130-10
 9000-4005
: 9000-4005
 9000-4010
: 9000-4010
                                      3000-     ,    240.                                   
 97924298
: 97924298
 0201-530
: 0201-530
 98950217
: 98950217
15-60-130
: 15-60-130
15-60-130
: 15-60-130
05589336
: 05589336
 109439160
: 1094391604
 4145327
: 4145327
 4178916
: 4178916
15-60-130
: 15-60-130
15-60-130
: 15-60-130
15-60-130-10
: 15-60-130-10
15-60-130
: 15-60-130-10
 98334549
: 98334549
 97775330
: 97775330
 98562865
: 98562865
 59539509
: 59539509
200-100-45 - 4
 107540000
: 107540000
",,https://www.anchorpumps.com/privacy-policy,https://www.anchorpumps.com/returns,,https://twitter.com/anchorpumps,,
108,Andrew Martin,GB,http://andrewmartin.co.uk,,,,,,,,,,,,,,,
109,Androfill,GB,https://www.androfill.co.uk,,https://www.vcita.com/v/c02f4231ef01e433/contact?o=c2lkZWJhcl93aWRnZXQ%3D&s,,https://www.facebook.com/Androfill/,https://www.androfill.co.uk/faq-penis-enlargement/,,https://www.linkedin.com/in/gary-horn/,"2019-12-01
 4267803) 
4267803) 
 4267803
4267803
 2014-2019 
 4267803 
 06980289 
 06980289 
",,,,,https://twitter.com/londonandrofill?lang=en,,https://www.youtube.com/channel/UCO-u38BkuCUghLsSilKzxYQ
110,Angel Investment Network,GB,http://www.angelinvestmentnetwork.co.uk,,,,,,,,,,,,,,,
111,Animal Friends Insurance,GB,http://www.animalfriends.co.uk,,,,,,,,,,,,,,,
112,Animed Direct,GB,http://www.animeddirect.co.uk,,,,,,,,,,,,,,,
113,AnnuityAdvantage,US,https://www.annuityadvantage.com,,https://www.annuityadvantage.com/contact-us/,,https://www.facebook.com/AnnuityAdvantage,https://www.annuityadvantage.com/annuity-basics/faqs/,,https://www.linkedin.com/company/2916437," 1999-2019 
 Â© 1999-2019 Â®
",,https://www.annuityadvantage.com/privacy-policy/,,,https://twitter.com/AnnuityAdvantag,https://www.annuityadvantage.com/annuity-rates-quotes/multi-year-guarantee-annuities/,https://www.youtube.com/user/AnnuityAdvantage
114,Anthem Screen Printing,US,https://www.anthemprintingsf.com,,,,https://www.facebook.com/anthemprinting,,https://instagram.com/anthemprinting,," (415) 400-5466
: (415) 400-5466
",https://www.pinterest.com/anthemprintsf/,,,,https://twitter.com/anthemprinting,,https://www.youtube.com/user/anthemscreenprinting
115,AnyVan,GB,http://www.anyvan.com,,,,,,,,,,,,,,,
116,apetito,GB,http://www.apetito.co.uk,,,,,,,,,,,,,,,
117,A-Plan Insurance,GB,https://www.aplan.co.uk,,https://www.aplan.co.uk/common-pages/contact?root=1109,,https://www.facebook.com/A-Plan-Insurance-829198830425748/,,,https://www.linkedin.com/company/a-plan-insurance,"      .  150,000    â      Â£125*.
     178--  ;      ,        150,000    .             ,               . 
",,https://www.aplan.co.uk/common-pages/privacy-policy,,,https://twitter.com/aplaninsurance,,
118,Apollo Box,US,http://theapollobox.com,,,,,,,,,,,,,,,
119,AppFolio Property Manager,US,https://www.appfolio.com,,https://www.appfolio.com/contact,,https://www.facebook.com/appfolio,,https://www.instagram.com/appfolio,https://www.linkedin.com/company/appfolio-inc,,,,,,https://twitter.com/appfolio,,https://www.youtube.com/user/appfolio
120,Appliance City,GB,http://www.appliancecity.co.uk,,,,,,,,,,,,,,,
121,Appliances Direct,GB,http://www.appliancesdirect.co.uk,,,,,,,,,,,,,,,
122,Applied Education,AU,https://www.appliededucation.edu.au,"524 Hay St, Perth WA",https://www.appliededucation.edu.au/contact-applied-education,,https://www.facebook.com/AppliedEducation/,https://www.appliededucation.edu.au/about-applied-education/frequently-asked-questions,,https://www.linkedin.com/company/applied-education-perth/," 1800 678 073
: 1800 678 073
",,https://www.appliededucation.edu.au/privacy-policy,,https://www.appliededucation.edu.au/about-applied-education/terms-and-conditions,https://twitter.com/AppliedEdAU,https://www.appliededucation.edu.au/bookkeeping-accounting/fns40217-certificate-iv-in-accounting-and-bookkeeping,https://www.youtube.com/c/AppliedEducation
123,Apposta,US,https://www.apposta.com/,,,,,,,,,,,,,,,
124,Aqua Bed Warmer,US,https://www.aquabedwarmer.com,,https://www.aquabedwarmer.com/contact,,https://www.facebook.com/aquabedwarmer,,https://www.instagram.com/aquabedwarmer/,,,,https://www.aquabedwarmer.com/privacy-policy,,,https://twitter.com/aquabedwarmer,https://www.aquabedwarmer.com/warranty-policy,https://www.youtube.com/user/AquaBedWarmer
125,Aqua card,GB,http://www.aquacard.co.uk,,,,,,,,,,,,,,,
126,Aqua Life of Houston,US,http://www.aqualifeofhouston.com,,,,,,,,"(346) 360-3634
(346) 360-3634
(346) 360-3634
(346) 360-3634
          346-360-3634@.
 346-360-3634
          346-360-3634@.
 346-360-3634
          346-360-3634
              346-360-3634@.
 346-360-3634
              346-360-3634@.
(346) 360-3634
  Â Â (346) 360-3634
(346) 360-3634
(346) 360-3634
",,,,,,,
127,Aquanauts,GB,http://www.aquanauts.co.uk,,,,,,,,,,,,,,,
128,Arabian Oud,GB,http://www.arabianoud.co.uk,,,,,,,,,,,,,,,
129,Arch RoamRight,US,http://www.roamright.com,,,,,,,,,,,,,,,
130,Arctic Cabins,US,http://www.arcticcabins.co.uk,,,,,,,,,,,,,,,
131,ArdMoor,GB,http://www.ardmoor.co.uk,,,,,,,,,,,,,,,
132,ARF Financial,US,https://www.arffinancial.com,,https://www.arffinancial.com/support/contact-us/?utm_source=deleted&utm_medium=deleted&utm_term=deleted&utm_content=deleted&utm_campaign=deleted&gclid=deleted,,https://www.facebook.com/ARFFinancial?utm_source=deleted&utm_medium=deleted&utm_term=deleted&utm_content=deleted&utm_campaign=deleted&gclid=deleted,https://www.arffinancial.com/support/help-desk?utm_source=deleted&utm_medium=deleted&utm_term=deleted&utm_content=deleted&utm_campaign=deleted&gclid=deleted#faq,https://www.instagram.com/arf_financial/?utm_source=deleted&utm_medium=deleted&utm_term=deleted&utm_content=deleted&utm_campaign=deleted&gclid=deleted,https://www.linkedin.com/company/arf-financial/?utm_source=deleted&utm_medium=deleted&utm_term=deleted&utm_content=deleted&utm_campaign=deleted&gclid=deleted,"66-702-4430
                   866-702-4430   
800,000,000
       â      .     $750,000              1 .        -          !   
1,000,000 
2,000,000 
 2013-2018 
Â© 2013-2018  .    â¢   â¢    
 6037958
                   . 6037958
",,,,,https://twitter.com/ARFloans?utm_source=deleted&utm_medium=deleted&utm_term=deleted&utm_content=deleted&utm_campaign=deleted&gclid=deleted,,https://www.youtube.com/channel/UChD8xeyV1b1wXbFcUW-keNw?utm_source=deleted&utm_medium=deleted&utm_term=deleted&utm_content=deleted&utm_campaign=deleted&gclid=deleted
133,Arizona Rafting,US,https://saltriverraftingarizona.com,,https://saltriverraftingarizona.com/contact-us/,,https://www.facebook.com/WildernessAwareRafting,,,,,,https://saltriverraftingarizona.com/privacy-policy/,,,https://twitter.com/wa_rafting,,https://www.youtube.com/user/WildernessAwareRaft
134,Arka,GB,https://www.arka-shop.co.uk,,https://www.arka-shop.co.uk/pages/contact-us,https://www.arka-shop.co.uk/policies/shipping-policy,https://www.facebook.com/arka.shop,,https://www.arka-shop.co.uk/instagram.com/arka_shop,,,,https://arka-shop-uk.myshopify.com/policies/privacy-policy,,,,,
135,Arnold Clark,GB,http://www.arnoldclark.com,,,,,,,,,,,,,,,
136,ArrowXL,GB,https://www.arrowxl.co.uk,,,https://www.arrowxl.co.uk/delivery-in-home-services,https://www.facebook.com/Arrowxl,,,https://www.linkedin.com/company/arrowxl," 04358875, 
 163769628
",,https://www.arrowxl.co.uk/privacy-policy,,https://www.arrowxl.co.uk/purchase-terms-conditions,https://twitter.com/ArrowXL,,
